day_of_week	perf_date	perf_time	title	venue	perf_link	category	rating	website	event	image_url
Sunday	18/08/2019	14:45	iso:	5: Kick Point King Edward School	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22095	Dance	Parental Guidance (14+)	isoyeg.wordpress.com	Lottery	https://eventotron.imgix.net/05-01-2019-033338-5400.jpg
Sunday	18/08/2019	14:45	Divinely Bette: Bette-er Than Ever	7: Chianti Yardbird Suite	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22038	Cabaret/Variety	Parental Guidance (14+)	www.divinelybette.com	Lottery	https://eventotron.imgix.net/03-09-2019-162542-1721.jpg
Sunday	18/08/2019	14:45	The Legend of White Woman Creek	3: Global News Walterdale Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22718	Music/Musical Theatre	Parental Guidance (14+)	www.thecoldharts.com	Lottery	https://eventotron.imgix.net/05-28-2019-043356-3636.jpg
Sunday	18/08/2019	14:45	The Second City Presents...	BYOV19 - 20: Garneau Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21408	Improv/Sketch	Parental Guidance (14+)	www.secondcity.com	BYOV	https://eventotron.imgix.net/06-04-2019-170603-1417.jpg
Sunday	18/08/2019	15:00	Gianni Schicchi	BYOV19 - 16: The Sanctuary Stage at Holy Trinity Anglican Church	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22760	Music/Musical Theatre	Parental Guidance (14+)	#	BYOV	https://eventotron.imgix.net/05-27-2019-230922-5925.jpg
Sunday	18/08/2019	15:00	Magic to Do	BYOV19 - 50: Woodcroft Community Hall	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22385	Music/Musical Theatre	Family Friendly	www.edmontonmusicaltheatre.com	BYOV	https://eventotron.imgix.net/05-27-2019-230941-6391.jpg
Sunday	18/08/2019	15:00	How I murdered my mother	BYOV19 - 24: Roots on Whyte Community Building	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22179	Storytelling	Parental Guidance (14+)	http://www.tomosuruplayers.com/	BYOV	https://eventotron.imgix.net/04-05-2019-010904-9541.jpg
Sunday	18/08/2019	15:00	Newman & Price: Bar Magic	BYOV19 - 32: The Billiard Club	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21549	Magic	Parental Guidance (14+)	newmanandprice.weebly.com	BYOV	https://eventotron.imgix.net/05-15-2019-172344-3677.jpg
Sunday	18/08/2019	15:00	A Momentary Lapse	BYOV19 - 12: Varscona Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:23076	Comedy	Parental Guidance (14+)	teatroQ.com	BYOV	https://eventotron.imgix.net/05-27-2019-200634-8978.jpg
Sunday	18/08/2019	15:00	Queen Lear Is Dead	BYOV19 - 46: Strathcona Baptist Church	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21534	Drama	Parental Guidance (14+)	#	BYOV	https://eventotron.imgix.net/05-28-2019-040347-2573.jpg
Sunday	18/08/2019	15:15	Marcus Ryan - Walk This Qué	BYOV19 - 13: Old Strathcona Public Library	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22868	Storytelling	Family Friendly	www.itsmarcusryan.com	BYOV	https://eventotron.imgix.net/05-27-2019-185156-6771.jpg
Sunday	18/08/2019	15:15	You Are Happy	BYOV19 - 19: Sugar Swing Ballroom: Upstairs	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21180	Comedy/Drama	Parental Guidance (14+)	https://www.blarneyyeg.com/	BYOV	https://eventotron.imgix.net/05-27-2019-165600-9132.jpg
Sunday	18/08/2019	15:15	XXXX	BYOV19 - 28: The Playhouse	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21391	Comedy/Drama	Parental Guidance (14+)	#	BYOV	https://eventotron.imgix.net/05-27-2019-212250-5927.jpg
Sunday	18/08/2019	15:30	No Tweed Too Tight	BYOV19 - 36: La Cite Auditorium	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22787	Comedy	Adult	www.monstertheatre.com	BYOV	https://eventotron.imgix.net/05-01-2019-190614-9352.jpg
Sunday	18/08/2019	15:30	Double-Booked	BYOV19 - 31: The Sewing Machine Factory	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22832	Comedy	Parental Guidance (14+)	http://sxs5k.com	BYOV	https://eventotron.imgix.net/05-27-2019-020740-7117.jpg
Sunday	18/08/2019	15:30	Blackout Sketch Comedy	BYOV19 - 21: The Grindstone - Comedy Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:23021	Comedy	Parental Guidance (14+)	www.grindstonetheatre.ca	BYOV	https://eventotron.imgix.net/05-29-2019-020609-5100.jpg
Sunday	18/08/2019	15:30	Chase Padgett: Heart Attacks & Other Blessings	BYOV19 - 37: Auditorium at Campus Saint-Jean	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22494	Storytelling	Parental Guidance (14+)	chasepadgett.com	BYOV	https://eventotron.imgix.net/05-27-2019-162202-9095.jpg
Sunday	18/08/2019	15:30	Crazy For Dick Tricks: A Dirk Darrow Investigation	BYOV19 - 18: Sugar Swing Ballroom: Main Floor	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22822	Magic	Parental Guidance (14+)	www.dirkdarrow.com	BYOV	https://eventotron.imgix.net/05-27-2019-200438-9886.jpg
Sunday	18/08/2019	15:45	The Sign of Four	BYOV19 - 35: La Cite francophone Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22480	Comedy/Drama	Family Friendly	#	BYOV	https://eventotron.imgix.net/05-24-2019-225500-4308.jpg
Sunday	18/08/2019	16:00	All You Need	BYOV19 - 23: The Grindstone - Luther Room	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21684	Comedy/Drama	Parental Guidance (14+)	#	BYOV	https://eventotron.imgix.net/05-31-2019-053402-5451.jpg
Sunday	18/08/2019	16:00	Goodbye My Love	4: Academy at King Edward	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:23091	Cabaret/Variety	Parental Guidance (14+)	#	Lottery	https://eventotron.imgix.net/07-15-2019-154932-2972.jpg
Sunday	18/08/2019	16:00	Always Never There, Never Always There: Meth, Men & Mental Illness	9: TELUS Phone Museum	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22940	Storytelling	Adult	#	Lottery	https://eventotron.imgix.net/05-21-2019-121415-5074.jpg
Sunday	18/08/2019	16:00	Never Swim Alone	BYOV19 - 34: Varscona Hotel (Thomas Bennett Room)	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21226	Drama	Parental Guidance (14+)	#	BYOV	https://eventotron.imgix.net/05-11-2019-215022-5909.jpg
Sunday	18/08/2019	16:00	The 4th Graders Present an Unnamed Love-Suicide	BYOV19 - 42: 99ten	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22159	Comedy/Drama	Parental Guidance (14+)	#	BYOV	https://eventotron.imgix.net/06-10-2019-215843-4209.jpg
Sunday	18/08/2019	16:00	Fake Ghost Tours	BYOV19 - 43: 85th and Gateway	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21618	Comedy	Parental Guidance (14+)	www.fakeghosttours.com	BYOV	https://eventotron.imgix.net/05-27-2019-223605-1933.jpg
Sunday	18/08/2019	16:00	The Lightweight	BYOV19 - 38: Sue Paterson Memorial Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:23003	Comedy/Drama	Parental Guidance (14+)	www.liltheatre.co	BYOV	https://eventotron.imgix.net/05-27-2019-194430-1475.jpg
Sunday	18/08/2019	16:00	Hagar	2: Big Rock Backstage Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21896	Drama	Adult	#	Lottery	https://eventotron.imgix.net/04-29-2019-200756-7997.jpg
Sunday	18/08/2019	16:00	The Last Five Years	BYOV19 - 14: The de Villars Jones LLP Stage at Holy Trinity Church	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22505	Music/Musical Theatre	Parental Guidance (14+)	www.straightedgetheatre.com	BYOV	https://eventotron.imgix.net/03-11-2019-215316-5686.jpg
Sunday	18/08/2019	16:15	The Most Unlikely Comedian	8: Old Strat Perf Arts Centre (OSPAC)	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22424	Storytelling	Parental Guidance (14+)	adamschwartzcomedy.com	Lottery	https://eventotron.imgix.net/05-21-2019-192202-9397.jpg
Sunday	18/08/2019	16:15	To Bee or Not to Bee	6: Strathcona Community League	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21976	Theatre for Young Audiences	Family Friendly	www.ptco.org/tobee	Lottery	https://eventotron.imgix.net/05-28-2019-153639-6649.jpg
Sunday	18/08/2019	16:15	After Miss Julie	BYOV19 - 22: The Grindstone - Luther Centre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21653	Drama	Adult	www.lodestartheatre.org	BYOV	https://eventotron.imgix.net/05-26-2019-000351-8607.jpg
Sunday	18/08/2019	16:15	Check Me Out	BYOV19 - 15: Cool Air Rentals Stage at Holy Trinity Anglican Church	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22274	Comedy/Drama	Parental Guidance (14+)	#	BYOV	https://eventotron.imgix.net/05-27-2019-181128-2417.jpg
Sunday	18/08/2019	16:15	Destiny, USA	10: Acacia Hall	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21800	Comedy/Drama	Parental Guidance (14+)	www.lauraanneharris.com	Lottery	https://eventotron.imgix.net/05-05-2019-165441-5138.jpg
Sunday	18/08/2019	16:15	Comedy Records Presents: Jay & Eytan	1: ATB Westbury Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21949	Comedy	Adult	www.jayandeytan.com	Lottery	https://eventotron.imgix.net/05-22-2019-163425-2281.jpg
Sunday	18/08/2019	16:30	Minerva-Queen of the Handcuffs	BYOV19 - 17: The Roxy on Gateway	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22971	Drama	Parental Guidance (14+)	#	BYOV	https://eventotron.imgix.net/06-25-2019-214915-7654.jpg
Sunday	18/08/2019	16:30	Dion Arnold: How I Killed My Nan	BYOV19 - 26: The Almanac	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22683	Comedy	Parental Guidance (14+)	www.dionarnold.com	BYOV	https://eventotron.imgix.net/05-28-2018-213324-2876.jpg
Sunday	18/08/2019	16:30	Happy Hour	11: Nordic Studio Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21843	Comedy/Drama	Parental Guidance (14+)	#	Lottery	https://eventotron.imgix.net/05-24-2019-003805-9009.jpg
Sunday	18/08/2019	16:45	Erik de Waal's TROLLS, BULLIES & ROCK STARS or A Kerfuffle in a Doodlesack	BYOV19 - 13: Old Strathcona Public Library	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:23013	Storytelling	Parental Guidance (14+)	#	BYOV	https://eventotron.imgix.net/05-27-2019-033435-3383.jpg
Sunday	18/08/2019	16:45	The Green Line	3: Global News Walterdale Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:23028	Drama	Parental Guidance (14+)	makramrayache.weebly.com/the-green-line	Lottery	https://eventotron.imgix.net/05-27-2019-210927-6305.jpg
Sunday	18/08/2019	16:45	My Dad's Deaths (A Comedy)	7: Chianti Yardbird Suite	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22668	Storytelling	Parental Guidance (14+)	www.jonbennettcomedy.com	Lottery	https://eventotron.imgix.net/05-12-2019-033230-9479.jpg
Sunday	18/08/2019	16:45	Trummp the Musical	5: Kick Point King Edward School	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22120	Music/Musical Theatre	Family Friendly	http://www.petermacdonaldproductions.com	Lottery	https://eventotron.imgix.net/06-03-2019-202219-4704.jpg
Sunday	18/08/2019	17:00	Roadkill Confidential	BYOV19 - 19: Sugar Swing Ballroom: Upstairs	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21159	Comedy/Drama	Adult	#	BYOV	https://eventotron.imgix.net/05-25-2019-001306-1619.jpg
Sunday	18/08/2019	17:00	A Life in the Theatre	BYOV19 - 28: The Playhouse	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21382	Comedy/Drama	Parental Guidance (14+)	#	BYOV	https://eventotron.imgix.net/05-27-2019-230719-7394.jpg
Sunday	18/08/2019	17:00	Merk deux Soleil	BYOV19 - 31: The Sewing Machine Factory	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22915	Comedy	Adult	#	BYOV	https://eventotron.imgix.net/05-23-2019-203017-3345.jpg
Sunday	18/08/2019	17:00	GORDON'S BIG BALD HEAD: USURPERMAN!	BYOV19 - 12: Varscona Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21334	Improv/Sketch	Parental Guidance (14+)	www.rapidfiretheatre.com/cast/troupes/gordons-big-bald-head/	BYOV	https://eventotron.imgix.net/05-04-2018-200512-6113.jpg
Sunday	18/08/2019	17:00	Scratch	BYOV19 - 20: Garneau Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22458	Improv/Sketch	Adult	www.rapidfiretheatre.com	BYOV	https://eventotron.imgix.net/05-29-2018-204449-5549.jpg
Sunday	18/08/2019	17:15	Swing Showcase	BYOV19 - 18: Sugar Swing Ballroom: Main Floor	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22299	Dance	Family Friendly	www.sugarswing.com/madcat	BYOV	https://eventotron.imgix.net/05-30-2018-000217-7182.jpg
Sunday	18/08/2019	17:15	DON'T NOT TALK TO STRANGERS	BYOV19 - 21: The Grindstone - Comedy Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21341	Improv/Sketch	Parental Guidance (14+)	#	BYOV	https://eventotron.imgix.net/05-14-2019-054013-6591.jpg
Sunday	18/08/2019	17:15	BLINDSIDE	BYOV19 - 37: Auditorium at Campus Saint-Jean	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22814	Comedy	Family Friendly	www.stephaniemorinrobert.com	BYOV	https://eventotron.imgix.net/05-28-2019-143107-8336.jpg
Sunday	18/08/2019	17:15	The Jayne Mansfield Holiday Special	BYOV19 - 36: La Cite Auditorium	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22258	Comedy	Adult	#	BYOV	https://eventotron.imgix.net/03-07-2019-164604-9442.jpg
Sunday	18/08/2019	17:45	Hits Like a Girl	BYOV19 - 38: Sue Paterson Memorial Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:23041	Music/Musical Theatre	Parental Guidance (14+)	www.devonmoremusic.com	BYOV	https://eventotron.imgix.net/04-02-2019-013519-9663.jpg
Sunday	18/08/2019	17:45	LUB DUB	BYOV19 - 23: The Grindstone - Luther Room	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21692	Cabaret/Variety	Parental Guidance (14+)	#	BYOV	https://eventotron.imgix.net/05-27-2019-012206-3036.jpg
Sunday	18/08/2019	17:45	The Anal Stage	9: TELUS Phone Museum	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21743	Comedy/Drama	Parental Guidance (14+)	#	Lottery	https://eventotron.imgix.net/05-17-2019-220407-9417.jpg
Sunday	18/08/2019	18:00	The Marvelous Wonderettes '58	BYOV19 - 27: HI Edmonton Hostel	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22350	Music/Musical Theatre	Family Friendly	footeinthedoor.weebly.com	BYOV	https://eventotron.imgix.net/05-22-2019-183902-1029.jpg
Sunday	18/08/2019	18:00	Instagram Live!	BYOV19 - 26: The Almanac	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21489	Comedy	Parental Guidance (14+)	DionArnold.com	BYOV	https://eventotron.imgix.net/05-26-2019-230921-9729.jpg
Sunday	18/08/2019	18:00	Tommy's Amazing Journey	2: Big Rock Backstage Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21901	Music/Musical Theatre	Parental Guidance (14+)	www.reverbnation.com/opera4heathens	Lottery	https://eventotron.imgix.net/05-14-2019-195143-4396.jpg
Sunday	18/08/2019	18:00	THE MASTER & MARGARITA: the remix	BYOV19 - 35: La Cite francophone Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21428	Comedy/Drama	Parental Guidance (14+)	theatersimple.org/the-master-margarita	BYOV	https://eventotron.imgix.net/03-26-2019-222907-4886.jpg
Sunday	18/08/2019	18:15	Anna and the Substitute Teacher	8: Old Strat Perf Arts Centre (OSPAC)	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21989	Comedy	Family Friendly	adamschwartzcomedy.com	Lottery	https://eventotron.imgix.net/05-12-2019-172503-1659.jpg
Sunday	18/08/2019	18:15	Underneath the Lintel	BYOV19 - 14: The de Villars Jones LLP Stage at Holy Trinity Church	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22767	Comedy/Drama	Family Friendly	#	BYOV	https://eventotron.imgix.net/03-27-2019-142702-6546.jpg
Sunday	18/08/2019	18:15	Artisanal Intelligence	10: Acacia Hall	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21780	Comedy/Drama	Family Friendly	spectheatre.wordpress.com	Lottery	https://eventotron.imgix.net/05-27-2019-161601-2287.jpg
Sunday	18/08/2019	18:15	Opera Mouse	6: Strathcona Community League	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22956	Theatre for Young Audiences	Family Friendly	melaniegall.com/operamouse	Lottery	https://eventotron.imgix.net/04-01-2019-013302-7567.jpg
Sunday	18/08/2019	18:15	Man Cave; a One-Man Sci-fi Climate Change Tragicomedy!	4: Academy at King Edward	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22585	Comedy/Drama	Parental Guidance (14+)	timmooneyrep.com	Lottery	https://eventotron.imgix.net/05-29-2019-221111-5050.jpg
Sunday	18/08/2019	18:15	Franz Ferdinand Must Die	BYOV19 - 13: Old Strathcona Public Library	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:23059	Storytelling	Parental Guidance (14+)	stillyourfriend.com	BYOV	https://eventotron.imgix.net/04-01-2019-211922-2245.jpg
Sunday	18/08/2019	18:15	Josephine	1: ATB Westbury Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21930	Music/Musical Theatre	Adult	josephinetheplay.com	Lottery	https://eventotron.imgix.net/04-03-2019-160126-4120.jpg
Sunday	18/08/2019	18:15	Bad Baby Presents: Rules Control the Fun	11: Nordic Studio Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21868	Comedy	Parental Guidance (14+)	www.larkandwhimsytheatre.com	Lottery	https://eventotron.imgix.net/05-23-2019-023326-5263.jpg
Sunday	18/08/2019	18:15	The Big Bright	BYOV19 - 34: Varscona Hotel (Thomas Bennett Room)	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21246	Music/Musical Theatre	Parental Guidance (14+)	cathexistheatre.ca	BYOV	https://eventotron.imgix.net/05-26-2019-220645-2154.jpg
Sunday	18/08/2019	18:30	Three	BYOV19 - 18: Sugar Swing Ballroom: Main Floor	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21144	Physical theatre	Parental Guidance (14+)	www.bossyflyer.com	BYOV	https://eventotron.imgix.net/05-22-2019-222904-2823.jpg
Sunday	18/08/2019	18:30	Art of Astonishment	BYOV19 - 22: The Grindstone - Luther Centre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22540	Magic	Family Friendly	www.keithbrown.ca	BYOV	https://eventotron.imgix.net/05-17-2019-173031-1774.jpg
Sunday	18/08/2019	18:30	The Thin Grey Line	BYOV19 - 15: Cool Air Rentals Stage at Holy Trinity Anglican Church	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21269	Comedy	Parental Guidance (14+)	#	BYOV	https://eventotron.imgix.net/05-23-2019-013945-9999.jpg
Sunday	18/08/2019	18:30	The Trophy Hunt	BYOV19 - 17: The Roxy on Gateway	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21436	Drama	Parental Guidance (14+)	#	BYOV	https://eventotron.imgix.net/05-29-2019-215229-4175.jpg
