day_of_week	perf_date	perf_time	title	venue	perf_link	category	rating	website	event	image_url
Saturday	17/08/2019	20:15	LUB DUB	BYOV19 - 23: The Grindstone - Luther Room	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21691	Cabaret/Variety	Parental Guidance (14+)	#	BYOV	https://eventotron.imgix.net/05-27-2019-012206-3036.jpg
Saturday	17/08/2019	20:15	One Man Avengers	BYOV19 - 19: Sugar Swing Ballroom: Upstairs	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22922	Comedy	Family Friendly	onemanstarwars.com	BYOV	https://eventotron.imgix.net/05-29-2019-011216-7543.jpg
Saturday	17/08/2019	20:30	Never Swim Alone	BYOV19 - 34: Varscona Hotel (Thomas Bennett Room)	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21225	Drama	Parental Guidance (14+)	#	BYOV	https://eventotron.imgix.net/05-11-2019-215022-5909.jpg
Saturday	17/08/2019	20:30	Kevin, King of Egypt	8: Old Strat Perf Arts Centre (OSPAC)	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22984	Comedy	Parental Guidance (14+)	https://www.robgee.co.uk	Lottery	https://eventotron.imgix.net/04-22-2019-115228-7396.jpg
Saturday	17/08/2019	20:30	The Trophy Hunt	BYOV19 - 17: The Roxy on Gateway	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21435	Drama	Parental Guidance (14+)	#	BYOV	https://eventotron.imgix.net/05-29-2019-215229-4175.jpg
Saturday	17/08/2019	20:30	Who Goes There?	BYOV19 - 16: The Sanctuary Stage at Holy Trinity Anglican Church	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21253	Drama	Family Friendly	#	BYOV	https://eventotron.imgix.net/05-27-2019-210444-3837.jpg
Saturday	17/08/2019	20:30	Beat the Devil!	11: Nordic Studio Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21856	Drama	Parental Guidance (14+)	Anthropostheatre.com	Lottery	https://eventotron.imgix.net/06-08-2019-055902-6834.jpg
Saturday	17/08/2019	20:30	Jimmy Hogg: Like A Virgin	4: Academy at King Edward	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22087	Comedy	Parental Guidance (14+)	jimmyhogg.com	Lottery	https://eventotron.imgix.net/05-24-2019-192232-6891.jpg
Saturday	17/08/2019	20:45	Dandelion	1: ATB Westbury Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22876	Comedy	Family Friendly	JamesandJamesy.com	Lottery	https://eventotron.imgix.net/05-28-2019-081151-3466.jpg
Saturday	17/08/2019	20:45	Hello	BYOV19 - 36: La Cite Auditorium	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21463	Comedy/Drama	Parental Guidance (14+)	#	BYOV	https://eventotron.imgix.net/05-28-2019-005448-7785.jpg
Saturday	17/08/2019	20:45	Dang Dumb: We Hate Each Other! (But We Love to Laugh)	BYOV19 - 21: The Grindstone - Comedy Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21372	Improv/Sketch	Parental Guidance (14+)	www.dangdumb.com	BYOV	https://eventotron.imgix.net/05-26-2019-201944-5094.jpg
Saturday	17/08/2019	20:45	There Ain't No More	BYOV19 - 37: Auditorium at Campus Saint-Jean	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21609	Music/Musical Theatre	Parental Guidance (14+)	breakerfixer.com	BYOV	https://eventotron.imgix.net/05-23-2019-004607-6415.jpg
Saturday	17/08/2019	21:00	Flora & Fawna Have Beaver Fever (and so does Fleurette)	BYOV19 - 12: Varscona Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22547	Comedy	Parental Guidance (14+)	guysindisguise.com	BYOV	https://eventotron.imgix.net/05-27-2019-223231-9252.jpg
Saturday	17/08/2019	21:00	Path to the Peak	BYOV19 - 45: Polar Park Brewing Co.	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22172	Music/Musical Theatre	Adult	#	BYOV	https://eventotron.imgix.net/06-10-2019-194531-3640.jpg
Saturday	17/08/2019	21:00	Double-Booked	BYOV19 - 31: The Sewing Machine Factory	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22830	Comedy	Parental Guidance (14+)	http://sxs5k.com	BYOV	https://eventotron.imgix.net/05-27-2019-020740-7117.jpg
Saturday	17/08/2019	21:00	Trummp the Musical	5: Kick Point King Edward School	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22119	Music/Musical Theatre	Family Friendly	http://www.petermacdonaldproductions.com	Lottery	https://eventotron.imgix.net/06-03-2019-202219-4704.jpg
Saturday	17/08/2019	21:00	The Killing Jar: the musical	BYOV19 - 25: Strathcona High School	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21525	Music/Musical Theatre	Parental Guidance (14+)	#	BYOV	https://eventotron.imgix.net/05-27-2019-204605-8360.jpg
Saturday	17/08/2019	21:15	You Belong Here	BYOV19 - 38: Sue Paterson Memorial Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22577	Storytelling	Parental Guidance (14+)	www.MartinDockery.com	BYOV	https://eventotron.imgix.net/05-14-2019-051358-7942.jpg
Saturday	17/08/2019	21:15	She's Not Him And He's Not Her	BYOV19 - 14: The de Villars Jones LLP Stage at Holy Trinity Church	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21299	Comedy	Family Friendly	empressofblandingsproductions.wordpress.com	BYOV	https://eventotron.imgix.net/05-27-2019-230730-1655.jpg
Saturday	17/08/2019	21:30	Gossamer Feast	BYOV19 - 15: Cool Air Rentals Stage at Holy Trinity Anglican Church	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22932	Comedy/Drama	Parental Guidance (14+)	#	BYOV	https://eventotron.imgix.net/05-22-2019-190205-7362.jpg
Saturday	17/08/2019	21:30	JoyRide	BYOV19 - 28: The Playhouse	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21398	Comedy/Drama	Adult	#	BYOV	https://eventotron.imgix.net/06-10-2019-221118-2249.jpg
Saturday	17/08/2019	21:30	THE MASTER & MARGARITA: the remix	BYOV19 - 35: La Cite francophone Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21427	Comedy/Drama	Parental Guidance (14+)	theatersimple.org/the-master-margarita	BYOV	https://eventotron.imgix.net/03-26-2019-222907-4886.jpg
Saturday	17/08/2019	21:30	Balance Board	BYOV19 - 13: Old Strathcona Public Library	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22435	Drama	Family Friendly	maapaa.ca	BYOV	https://eventotron.imgix.net/05-27-2019-233818-9705.jpg
Saturday	17/08/2019	21:45	LIGHTS! CAMERA! ODD JOBS?	3: Global News Walterdale Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21824	Storytelling	Parental Guidance (14+)	#	Lottery	https://eventotron.imgix.net/05-31-2019-085946-9247.jpg
Saturday	17/08/2019	21:45	Jung & Crazy	9: TELUS Phone Museum	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21760	Comedy/Drama	Parental Guidance (14+)	www.jungandcrazy.com	Lottery	https://eventotron.imgix.net/05-27-2019-184934-9204.jpg
Saturday	17/08/2019	21:45	The Birthday Party	BYOV19 - 22: The Grindstone - Luther Centre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22859	Drama	Parental Guidance (14+)	www.lodestartheatre.org	BYOV	https://eventotron.imgix.net/05-26-2019-001403-8249.jpg
Saturday	17/08/2019	21:45	TEDxRFT: Improvised TED Talks	BYOV19 - 20: Garneau Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22249	Improv/Sketch	Parental Guidance (14+)	www.rapidfiretheatre.com	BYOV	https://eventotron.imgix.net/05-28-2018-211625-4893.jpg
Saturday	17/08/2019	22:00	It's Now or Never: My Life in the Late Middle Ages	7: Chianti Yardbird Suite	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22031	Storytelling	Parental Guidance (14+)	www.judahleblang.com	Lottery	https://eventotron.imgix.net/04-27-2019-150824-4008.jpg
Saturday	17/08/2019	22:00	You Are Happy	BYOV19 - 19: Sugar Swing Ballroom: Upstairs	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21179	Comedy/Drama	Parental Guidance (14+)	https://www.blarneyyeg.com/	BYOV	https://eventotron.imgix.net/05-27-2019-165600-9132.jpg
Saturday	17/08/2019	22:00	Whose Rhyme is it Anyway	BYOV19 - 23: The Grindstone - Luther Room	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21675	Improv/Sketch	Parental Guidance (14+)	#	BYOV	https://eventotron.imgix.net/05-24-2019-184316-1509.jpg
Saturday	17/08/2019	22:15	The Splendiferous Quagmires of Mr. Filliam Crowe	10: Acacia Hall	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21774	Improv/Sketch	Family Friendly	#	Lottery	https://eventotron.imgix.net/05-27-2019-042149-1367.jpg
Saturday	17/08/2019	22:30	Along For the Bride	BYOV19 - 34: Varscona Hotel (Thomas Bennett Room)	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21214	Comedy	Family Friendly	#	BYOV	https://eventotron.imgix.net/05-27-2019-142642-3005.jpg
Saturday	17/08/2019	22:30	Suspension	4: Academy at King Edward	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22069	Comedy/Drama	Parental Guidance (14+)	#	Lottery	https://eventotron.imgix.net/05-27-2019-061804-8524.jpg
Saturday	17/08/2019	22:30	JULIET: A Revenge Comedy	BYOV19 - 36: La Cite Auditorium	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22442	Comedy/Drama	Parental Guidance (14+)	www.monstertheatre.com	BYOV	https://eventotron.imgix.net/05-22-2019-212234-2833.jpg
Saturday	17/08/2019	22:30	The 11 O'clock Number: The Improvised Musical	BYOV19 - 21: The Grindstone - Comedy Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22409	Improv/Sketch	Parental Guidance (14+)	grindstonetheatre.ca	BYOV	https://eventotron.imgix.net/05-28-2018-211926-2416.jpg
Saturday	17/08/2019	22:30	Pack Animals	8: Old Strat Perf Arts Centre (OSPAC)	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22001	Comedy	Adult	scantilygladtheatre.com	Lottery	https://eventotron.imgix.net/05-25-2019-194045-5692.jpg
Saturday	17/08/2019	22:30	It's Rabbit Night!	BYOV19 - 26: The Almanac	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21497	Comedy	Adult	www.jonbennettcomedy.com	BYOV	https://eventotron.imgix.net/06-13-2019-165946-6103.jpg
Saturday	17/08/2019	22:30	2 For Tea	BYOV19 - 37: Auditorium at Campus Saint-Jean	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21587	Comedy	Family Friendly	jamesandjamesy.com	BYOV	https://eventotron.imgix.net/05-28-2019-065241-4438.jpg
Saturday	17/08/2019	22:30	Big Stupid Improv Show	BYOV19 - 17: The Roxy on Gateway	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22359	Improv/Sketch	Parental Guidance (14+)	rapidfiretheatre.com	BYOV	https://eventotron.imgix.net/03-29-2019-185454-2287.jpg
Saturday	17/08/2019	22:45	Die-Nasty: The Live Improvised Soap Opera	BYOV19 - 12: Varscona Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21707	Improv/Sketch	Parental Guidance (14+)	https://www.varsconatheatre.com/dienasty	BYOV	https://eventotron.imgix.net/05-27-2019-171515-3231.jpg
Saturday	17/08/2019	22:45	.Gabriel	1: ATB Westbury Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21936	Music/Musical Theatre	Parental Guidance (14+)	www.eurotrumpet.com	Lottery	https://eventotron.imgix.net/05-13-2019-075931-9554.jpg
Saturday	17/08/2019	23:00	SpinS	11: Nordic Studio Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22125	Physical theatre	Family Friendly	https://www.janoahanygoodjokes.com/spins	Lottery	https://eventotron.imgix.net/05-26-2019-222543-6974.jpg
Saturday	17/08/2019	23:00	FEAR and LOATHING and LOVECRAFT	BYOV19 - 13: Old Strathcona Public Library	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22659	Comedy	Parental Guidance (14+)	www.rapidfiretheatre.com/cast/troupes/fearandloathingandlovecraft	BYOV	https://eventotron.imgix.net/05-29-2019-232330-5283.jpg
Saturday	17/08/2019	23:15	God Is A Scottish Drag Queen VI	BYOV19 - 20: Garneau Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22746	Comedy	Parental Guidance (14+)	www.mikedelamont.com	BYOV	https://eventotron.imgix.net/05-29-2019-201728-7912.jpg
Saturday	17/08/2019	23:30	For Science!	5: Kick Point King Edward School	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22978	Comedy	Parental Guidance (14+)	www.smallmatters.ca	Lottery	https://eventotron.imgix.net/05-27-2018-233403-9486.jpg
Saturday	17/08/2019	23:45	Agent Thunder	BYOV19 - 23: The Grindstone - Luther Room	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22341	Improv/Sketch	Parental Guidance (14+)	www.sorrynotsorry.ca	BYOV	https://eventotron.imgix.net/05-21-2019-034628-4521.jpg
Saturday	17/08/2019	23:45	The Green Line	3: Global News Walterdale Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:23027	Drama	Parental Guidance (14+)	makramrayache.weebly.com/the-green-line	Lottery	https://eventotron.imgix.net/05-27-2019-210927-6305.jpg
Saturday	17/08/2019	23:59	One Man Star Wars	BYOV19 - 37: Auditorium at Campus Saint-Jean	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21569	Comedy/Drama	Family Friendly	onemanstarwars.com	BYOV	https://eventotron.imgix.net/05-29-2019-185144-2050.jpg
Saturday	17/08/2019	23:59	ThunderCATS	BYOV19 - 22: The Grindstone - Luther Centre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22838	Comedy	Adult	grindstonetheatre.ca	BYOV	https://eventotron.imgix.net/05-27-2019-051909-5948.jpg
Saturday	17/08/2019	23:59	Late Night Cabaret	2: Big Rock Backstage Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22393	Cabaret/Variety	Adult	fringetheatre.ca	Lottery	https://eventotron.imgix.net/06-24-2019-163136-1597.jpg
Sunday	18/08/2019	11:00	African Folktales with Erik de Waal	6: Strathcona Community League	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22675	Theatre for Young Audiences	Family Friendly	#	Lottery	https://eventotron.imgix.net/05-27-2019-035027-7601.jpg
Sunday	18/08/2019	12:00	It's A Dog's Life	BYOV19 - 50: Woodcroft Community Hall	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:23051	Music/Musical Theatre	Family Friendly	www.edmontonmusicaltheatre.com	BYOV	https://eventotron.imgix.net/05-27-2019-231723-7477.jpg
Sunday	18/08/2019	12:00	Look at the Town!	BYOV19 - 35: La Cite francophone Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22497	Puppetry	Family Friendly	www.poiemaproductions.com	BYOV	https://eventotron.imgix.net/05-27-2019-063629-8762.jpg
Sunday	18/08/2019	12:00	7 Days	BYOV19 - 36: La Cite Auditorium	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21447	Comedy/Drama	Parental Guidance (14+)	RibbitRePublic.com	BYOV	https://eventotron.imgix.net/05-27-2019-041005-5576.jpg
Sunday	18/08/2019	12:00	Almost, Maine	BYOV19 - 25: Strathcona High School	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21522	Comedy/Drama	Parental Guidance (14+)	#	BYOV	https://eventotron.imgix.net/05-27-2019-153738-8662.jpg
Sunday	18/08/2019	12:00	Mary's Wedding	BYOV19 - 34: Varscona Hotel (Thomas Bennett Room)	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21235	Drama	Parental Guidance (14+)	#	BYOV	https://eventotron.imgix.net/05-26-2019-230030-5911.jpg
Sunday	18/08/2019	12:00	Beat the Devil!	11: Nordic Studio Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21857	Drama	Parental Guidance (14+)	Anthropostheatre.com	Lottery	https://eventotron.imgix.net/06-08-2019-055902-6834.jpg
Sunday	18/08/2019	12:00	A Fatal Step	2: Big Rock Backstage Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21889	Comedy/Drama	Parental Guidance (14+)	JillVice.com	Lottery	https://eventotron.imgix.net/05-27-2019-230201-6145.jpg
Sunday	18/08/2019	12:00	The Royal Zissou Academy	4: Academy at King Edward	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22617	Improv/Sketch	Parental Guidance (14+)	#	Lottery	https://eventotron.imgix.net/05-29-2019-224136-6960.jpg
Sunday	18/08/2019	12:00	Jung & Crazy	9: TELUS Phone Museum	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21761	Comedy/Drama	Parental Guidance (14+)	www.jungandcrazy.com	Lottery	https://eventotron.imgix.net/05-27-2019-184934-9204.jpg
Sunday	18/08/2019	12:00	HOTEL VORTRUBA	BYOV19 - 37: Auditorium at Campus Saint-Jean	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21600	Physical theatre	Family Friendly	www.ragmoptheatre.com	BYOV	https://eventotron.imgix.net/05-25-2018-200202-9351.jpg
Sunday	18/08/2019	12:15	Dandelion	1: ATB Westbury Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22877	Comedy	Family Friendly	JamesandJamesy.com	Lottery	https://eventotron.imgix.net/05-28-2019-081151-3466.jpg
Sunday	18/08/2019	12:15	Red	5: Kick Point King Edward School	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22890	Drama	Parental Guidance (14+)	www.wishbonetheatre.ca	Lottery	https://eventotron.imgix.net/05-27-2019-234308-3512.jpg
Sunday	18/08/2019	12:15	Monica vs. The Internet: Tales of a Social Justice Warrior	8: Old Strat Perf Arts Centre (OSPAC)	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22008	Storytelling	Parental Guidance (14+)	#	Lottery	https://eventotron.imgix.net/05-26-2019-061822-7948.jpg
Sunday	18/08/2019	12:15	Balance Board	BYOV19 - 13: Old Strathcona Public Library	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22436	Drama	Family Friendly	maapaa.ca	BYOV	https://eventotron.imgix.net/05-27-2019-233818-9705.jpg
Sunday	18/08/2019	12:15	Zack Adams: Love Songs For Future Girl	10: Acacia Hall	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22882	Comedy	Parental Guidance (14+)	www.weepingspoon.com	Lottery	https://eventotron.imgix.net/04-28-2019-041952-7704.jpg
Sunday	18/08/2019	12:30	Didn't Hurt	7: Chianti Yardbird Suite	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22025	Storytelling	Adult	www.rodneydecroo.com	Lottery	https://eventotron.imgix.net/05-09-2019-020941-5748.jpg
Sunday	18/08/2019	12:30	Operatic Panic Attack	3: Global News Walterdale Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22724	Storytelling	Parental Guidance (14+)	www.tjdawe.ca	Lottery	https://eventotron.imgix.net/06-12-2019-195253-9027.jpg
Sunday	18/08/2019	12:45	MAGIC	6: Strathcona Community League	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21982	Theatre for Young Audiences	Family Friendly	www.chrisvisser.com	Lottery	https://eventotron.imgix.net/05-05-2019-220447-8843.jpg
Sunday	18/08/2019	13:00	Best Foot Sideways	BYOV19 - 12: Varscona Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22794	Comedy	Parental Guidance (14+)	#	BYOV	https://eventotron.imgix.net/05-24-2019-165910-5359.jpg
Sunday	18/08/2019	13:00	God Is A Scottish Drag Queen VI	BYOV19 - 20: Garneau Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22747	Comedy	Parental Guidance (14+)	www.mikedelamont.com	BYOV	https://eventotron.imgix.net/05-29-2019-201728-7912.jpg
Sunday	18/08/2019	13:00	Constellations	BYOV19 - 28: The Playhouse	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22903	Drama	Parental Guidance (14+)	#	BYOV	https://eventotron.imgix.net/05-22-2019-204806-9161.jpg
Sunday	18/08/2019	13:45	Hello	BYOV19 - 36: La Cite Auditorium	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21464	Comedy/Drama	Parental Guidance (14+)	#	BYOV	https://eventotron.imgix.net/05-28-2019-005448-7785.jpg
Sunday	18/08/2019	13:45	Field Zoology 101	BYOV19 - 37: Auditorium at Campus Saint-Jean	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22738	Comedy	Parental Guidance (14+)	#	BYOV	https://eventotron.imgix.net/05-27-2019-223539-6110.jpg
Sunday	18/08/2019	13:45	EYE CANDY	BYOV19 - 35: La Cite francophone Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22376	Comedy	Parental Guidance (14+)	www.stephaniemorinrobert.com	BYOV	https://eventotron.imgix.net/05-28-2019-144742-8051.jpg
Sunday	18/08/2019	13:45	BLIND TO HAPPINESS	BYOV19 - 13: Old Strathcona Public Library	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21308	Comedy/Drama	Parental Guidance (14+)	www.timcmurphy.com	BYOV	https://eventotron.imgix.net/04-06-2018-003618-6270.jpg
Sunday	18/08/2019	13:45	Where Heroes Lie	BYOV19 - 14: The de Villars Jones LLP Stage at Holy Trinity Church	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22209	Drama	Parental Guidance (14+)	#	BYOV	https://eventotron.imgix.net/05-24-2019-203729-2912.jpg
Sunday	18/08/2019	13:45	Big Ol Show	BYOV19 - 21: The Grindstone - Comedy Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21356	Improv/Sketch	Parental Guidance (14+)	#	BYOV	https://eventotron.imgix.net/05-10-2018-214940-4074.jpg
Sunday	18/08/2019	14:00	Game of Crohn's	9: TELUS Phone Museum	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21730	Storytelling	Family Friendly	#	Lottery	https://eventotron.imgix.net/05-28-2019-184203-4935.jpg
Sunday	18/08/2019	14:00	Tomatoes Tried to Kill Me but Banjos Saved My Life	2: Big Rock Backstage Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22315	Storytelling	Family Friendly	Tomatoestriedtokillme.com	Lottery	https://eventotron.imgix.net/04-26-2018-030204-3818.jpg
Sunday	18/08/2019	14:00	Flight	BYOV19 - 18: Sugar Swing Ballroom: Main Floor	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21138	Physical theatre	Family Friendly	www.FlightThePlay.com	BYOV	https://eventotron.imgix.net/05-22-2019-230959-8372.jpg
Sunday	18/08/2019	14:00	Good At Cults	BYOV19 - 47: The Buckingham	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22141	Comedy/Drama	Adult	goodatcults.com	BYOV	https://eventotron.imgix.net/05-27-2019-224152-4377.jpg
Sunday	18/08/2019	14:00	The Zoo Story	BYOV19 - 42: 99ten	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22166	Drama	Parental Guidance (14+)	#	BYOV	https://eventotron.imgix.net/06-10-2019-234720-4428.jpg
Sunday	18/08/2019	14:00	Local Diva	BYOV19 - 39: Evolution Wonderlounge	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21546	Comedy/Drama	Adult	#	BYOV	https://eventotron.imgix.net/05-27-2019-205339-5102.jpg
Sunday	18/08/2019	14:00	NIUBOI x Earth	BYOV19 - 31: The Sewing Machine Factory	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21512	Performance Art	Parental Guidance (14+)	www.niuboi.com	BYOV	https://eventotron.imgix.net/04-30-2019-181330-5143.jpg
Sunday	18/08/2019	14:00	I sold my soul for magic tricks and Adderall.	BYOV19 - 33: Varscona Hotel (John Walter Room)	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22149	Magic	Parental Guidance (14+)	#	BYOV	https://eventotron.imgix.net/05-27-2019-180249-5496.jpg
Sunday	18/08/2019	14:00	The Wright Sisters Present: The Wright Brothers	BYOV19 - 19: Sugar Swing Ballroom: Upstairs	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22452	Comedy/Drama	Family Friendly	#	BYOV	https://eventotron.imgix.net/05-27-2019-184852-8938.jpg
Sunday	18/08/2019	14:00	The Cure for Hearing Loss: Musical Comedy with Caroline Stokes	BYOV19 - 49: The Nook	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21704	Comedy	Parental Guidance (14+)	#	BYOV	https://eventotron.imgix.net/05-28-2019-225931-9342.jpg
Sunday	18/08/2019	14:00	Jimmy Hogg: Like A Virgin	4: Academy at King Edward	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22088	Comedy	Parental Guidance (14+)	jimmyhogg.com	Lottery	https://eventotron.imgix.net/05-24-2019-192232-6891.jpg
Sunday	18/08/2019	14:00	The Birthday Party	BYOV19 - 22: The Grindstone - Luther Centre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22860	Drama	Parental Guidance (14+)	www.lodestartheatre.org	BYOV	https://eventotron.imgix.net/05-26-2019-001403-8249.jpg
Sunday	18/08/2019	14:15	Along For the Bride	BYOV19 - 34: Varscona Hotel (Thomas Bennett Room)	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21215	Comedy	Family Friendly	#	BYOV	https://eventotron.imgix.net/05-27-2019-142642-3005.jpg
Sunday	18/08/2019	14:15	Apocalypse Kow: Divas	BYOV19 - 15: Cool Air Rentals Stage at Holy Trinity Anglican Church	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21280	Music/Musical Theatre	Family Friendly	www.apocalypsekow.com	BYOV	https://eventotron.imgix.net/05-27-2019-021310-3234.jpg
Sunday	18/08/2019	14:15	Water	1: ATB Westbury Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21916	Dance	Family Friendly	www.vivadancecompany.com	Lottery	https://eventotron.imgix.net/04-25-2019-180331-8706.jpg
Sunday	18/08/2019	14:15	Denial Is A Wonderful Thing	10: Acacia Hall	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21793	Storytelling	Parental Guidance (14+)	www.theexit.org/denial	Lottery	https://eventotron.imgix.net/05-01-2019-190847-7140.jpg
Sunday	18/08/2019	14:15	Well Behaved Women	BYOV19 - 23: The Grindstone - Luther Room	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22193	Comedy	Parental Guidance (14+)	#	BYOV	https://eventotron.imgix.net/05-27-2019-230549-2314.jpg
Sunday	18/08/2019	14:15	Restless Abandon	8: Old Strat Perf Arts Centre (OSPAC)	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21995	Comedy/Drama	Parental Guidance (14+)	#	Lottery	https://eventotron.imgix.net/05-27-2019-182606-4340.jpg
Sunday	18/08/2019	14:30	SpinS	11: Nordic Studio Theatre	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22126	Physical theatre	Family Friendly	https://www.janoahanygoodjokes.com/spins	Lottery	https://eventotron.imgix.net/05-26-2019-222543-6974.jpg
Sunday	18/08/2019	14:30	Miss Electricity	6: Strathcona Community League	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22896	Theatre for Young Audiences	Family Friendly	#	Lottery	https://eventotron.imgix.net/05-14-2019-015208-8856.jpg
Sunday	18/08/2019	14:30	Off Book: The Improvised Musical	BYOV19 - 17: The Roxy on Gateway	https://tickets.fringetheatre.ca/listprices.php?performanceId=601:22802	Improv/Sketch	Parental Guidance (14+)	rapidfiretheatre.com	BYOV	https://eventotron.imgix.net/05-29-2019-200820-5715.jpg
